datetime,net_load_before_pv,pv,net_load_after_pv
3/16/20 0:00,662,0,662
3/16/20 1:00,748,0,748
3/16/20 2:00,686,0,686
3/16/20 3:00,692,0,692
3/16/20 4:00,754,0,754
3/16/20 5:00,938,0,938
3/16/20 6:00,1348,0,1348
3/16/20 7:00,1490,238,1252
3/16/20 8:00,999,701,298
3/16/20 9:00,2023,1723,300
3/16/20 10:00,1837,2383,-546
3/16/20 11:00,1875,2617,-742
3/16/20 12:00,1969,2165,-196
3/16/20 13:00,2215,2977,-762
3/16/20 14:00,2881,2627,254
3/16/20 15:00,1859,1829,30
3/16/20 16:00,2133,479,1654
3/16/20 17:00,1606,378,1228
3/16/20 18:00,1210,6,1204
3/16/20 19:00,1336,0,1336
3/16/20 20:00,1198,0,1198
3/16/20 21:00,1308,0,1308
3/16/20 22:00,1318,0,1318
3/16/20 23:00,1168,0,1168
3/17/20 0:00,1168,0,1168
3/17/20 1:00,1122,0,1122
3/17/20 2:00,1110,0,1110
3/17/20 3:00,976,0,976
3/17/20 4:00,1148,0,1148
3/17/20 5:00,1098,0,1098
3/17/20 6:00,1344,0,1344
3/17/20 7:00,1899,239,1660
3/17/20 8:00,2022,990,1032
3/17/20 9:00,2014,1646,368
3/17/20 10:00,3564,2260,1304
3/17/20 11:00,1745,2069,-324
3/17/20 12:00,1851,2809,-958
3/17/20 13:00,1502,2676,-1174
3/17/20 14:00,1698,2416,-718
3/17/20 15:00,2271,2143,128
3/17/20 16:00,1753,1299,454
3/17/20 17:00,1396,474,922
3/17/20 18:00,1242,14,1228
3/17/20 19:00,1254,0,1254
3/17/20 20:00,1184,0,1184
3/17/20 21:00,1052,0,1052
3/17/20 22:00,1114,0,1114
3/17/20 23:00,1268,0,1268
3/18/20 0:00,1118,0,1118
3/18/20 1:00,978,0,978
3/18/20 2:00,1082,0,1082
3/18/20 3:00,964,0,964
3/18/20 4:00,846,0,846
3/18/20 5:00,1024,0,1024
3/18/20 6:00,1056,0,1056
3/18/20 7:00,1202,242,960
3/18/20 8:00,1554,840,714
3/18/20 9:00,1740,1614,126
3/18/20 10:00,1912,2216,-304
3/18/20 11:00,1590,2594,-1004
3/18/20 12:00,1699,2783,-1084
3/18/20 13:00,1482,2734,-1252
3/18/20 14:00,1720,2304,-584
3/18/20 15:00,2061,1993,68
3/18/20 16:00,1865,1315,550
3/18/20 17:00,1165,503,662
3/18/20 18:00,1677,19,1658
3/18/20 19:00,1136,0,1136
3/18/20 20:00,1044,0,1044
3/18/20 21:00,1192,0,1192
3/18/20 22:00,984,0,984
3/18/20 23:00,770,0,770
3/19/20 0:00,790,0,790
3/19/20 1:00,760,0,760
3/19/20 2:00,702,0,702
3/19/20 3:00,764,0,764
3/19/20 4:00,636,0,636
3/19/20 5:00,548,0,548
3/19/20 6:00,540,0,540
3/19/20 7:00,942,224,718
3/19/20 8:00,848,734,114
3/19/20 9:00,1238,1432,-194
3/19/20 10:00,1653,2145,-492
3/19/20 11:00,1320,2698,-1378
3/19/20 12:00,1036,2746,-1710
3/19/20 13:00,1486,2640,-1154
3/19/20 14:00,982,2058,-1076
3/19/20 15:00,1131,1829,-698
3/19/20 16:00,1076,1504,-428
3/19/20 17:00,1177,651,526
3/19/20 18:00,1032,20,1012
3/19/20 19:00,946,0,946
3/19/20 20:00,792,0,792
3/19/20 21:00,808,0,808
3/19/20 22:00,850,0,850
3/19/20 23:00,788,0,788
3/20/20 0:00,674,0,674
3/20/20 1:00,740,0,740
3/20/20 2:00,652,0,652
3/20/20 3:00,666,0,666
3/20/20 4:00,498,0,498
3/20/20 5:00,490,0,490
3/20/20 6:00,481,1,480
3/20/20 7:00,1060,282,778
3/20/20 8:00,1095,989,106
3/20/20 9:00,1172,1750,-578
3/20/20 10:00,1250,2300,-1050
3/20/20 11:00,1427,2661,-1234
3/20/20 12:00,1280,2804,-1524
3/20/20 13:00,1404,2740,-1336
3/20/20 14:00,1294,2442,-1148
3/20/20 15:00,1149,1987,-838
3/20/20 16:00,1336,1308,28
3/20/20 17:00,1084,496,588
3/20/20 18:00,795,27,768
3/20/20 19:00,972,0,972
3/20/20 20:00,656,0,656
3/20/20 21:00,794,0,794
3/20/20 22:00,846,0,846
3/20/20 23:00,742,0,742
3/21/20 0:00,746,0,746
3/21/20 1:00,756,0,756
3/21/20 2:00,770,0,770
3/21/20 3:00,594,0,594
3/21/20 4:00,628,0,628
3/21/20 5:00,662,0,662
3/21/20 6:00,769,7,762
3/21/20 7:00,1105,235,870
3/21/20 8:00,1009,931,78
3/21/20 9:00,1534,1608,-74
3/21/20 10:00,1448,2104,-656
3/21/20 11:00,1237,2337,-1100
3/21/20 12:00,1175,2599,-1424
3/21/20 13:00,1396,2536,-1140
3/21/20 14:00,1509,2305,-796
3/21/20 15:00,1229,609,620
3/21/20 16:00,1377,257,1120
3/21/20 17:00,1290,68,1222
3/21/20 18:00,868,0,868
3/21/20 19:00,940,0,940
3/21/20 20:00,940,0,940
3/21/20 21:00,772,0,772
3/21/20 22:00,708,0,708
3/21/20 23:00,816,0,816
3/22/20 0:00,806,0,806
3/22/20 1:00,784,0,784
3/22/20 2:00,788,0,788
3/22/20 3:00,654,0,654
3/22/20 4:00,586,0,586
3/22/20 5:00,524,0,524
3/22/20 6:00,512,0,512
3/22/20 7:00,985,193,792
3/22/20 8:00,791,317,474
3/22/20 9:00,707,377,330
3/22/20 10:00,723,1441,-718
3/22/20 11:00,932,2664,-1732
3/22/20 12:00,383,2047,-1664
3/22/20 13:00,567,1877,-1310
3/22/20 14:00,1172,1790,-618
3/22/20 15:00,457,833,-376
3/22/20 16:00,249,629,-380
3/22/20 17:00,600,222,378
3/22/20 18:00,513,9,504
3/22/20 19:00,628,0,628
3/22/20 20:00,696,0,696
3/22/20 21:00,600,0,600
3/22/20 22:00,576,0,576
3/22/20 23:00,524,0,524
